date,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,FEES,GAZP,GMKN,HYDR,IRAO,LKOH,LSRG,MAGN,MOEX,MSNG,MTLR,MTLRP,MTSS,MVID,NLMK,NVTK,PHOR,PIKK,PLZL,ROSN,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,TATN,TATNP,TGKA,TRNFP,VTBR
2016-08-09,23.31,86.0,74.19,59.45,3.95,816.0,0.153,137.34,98.5,0.6887,2.612,2806.0,892.5,31.24,117.52,1.685,53.9,37.12,252.4,319.1,94.26,652.1,2670.0,250.0,462.8,329.9,87.5,66.45,23.22,139.2,99.0,8.0,326.75,171.7,0.00737,1624.0,338.25
2016-08-10,22.99,85.45,73.99,58.5,3.915,793.3,0.152,137.4,99.27,0.685,2.58,2738.0,895.5,30.9,119.0,1.6685,54.58,38.18,250.0,325.0,91.76,642.4,2661.0,250.6,464.8,326.6,86.0,65.6,22.95,138.3,98.0,8.14,325.3,171.7,0.0074,1620.0,338.5
2016-08-11,23.255,85.5,73.2,59.9,3.925,793.5,0.15495,137.19,99.89,0.6855,2.6,2785.0,905.0,31.39,119.48,1.689,54.43,38.26,250.5,333.0,92.0,643.5,2657.0,250.6,464.5,325.05,86.68,65.55,23.0,139.7,99.39,8.25,326.5,171.5,0.0075,1601.0,338.85
2016-08-12,23.275,85.79,73.4,58.85,3.925,788.0,0.15454,137.83,98.6,0.7026,2.6,2870.0,904.0,31.9,123.0,1.68,54.1,37.72,251.8,345.0,91.97,650.4,2663.0,251.2,463.5,330.85,86.25,65.7,22.9,139.45,98.8,8.11,332.0,174.1,0.0075,1610.0,340.0
2016-08-15,23.01,85.25,73.73,59.5,3.92,793.0,0.15377,138.0,99.67,0.7095,2.6055,2922.5,898.0,33.335,124.99,1.666,54.08,38.75,249.85,344.8,91.81,658.4,2656.0,258.3,462.3,339.0,85.85,65.7,23.3,139.5,99.13,8.14,332.6,175.1,0.007485,1618.0,337.0
2016-08-16,23.27,83.6,74.0,58.6,3.91,799.0,0.151,137.99,99.75,0.719,2.6225,2932.5,888.0,32.29,129.44,1.6605,54.35,38.95,251.9,345.0,91.73,668.0,2636.0,258.8,461.0,343.5,85.95,65.0,23.25,138.1,99.31,8.09,337.85,175.0,0.00735,1627.0,333.00000000000006
2016-08-17,23.185,82.37,76.0,57.65,3.905,777.0,0.15049,137.68,97.7,0.69,2.6125,2932.0,880.5,32.285,126.61,1.643,56.1,40.5,247.55,349.0,91.7,672.7,2621.0,259.4,458.7,345.55,85.2,64.5,23.07,138.44,98.95,8.04,334.6,172.7,0.0072,1629.0,335.0
2016-08-18,23.0,83.39,75.39,57.35,3.965,809.0,0.15063,138.4,96.01,0.687,2.614,2956.5,886.5,33.2,126.6,1.63,58.82,41.48,240.0,349.0,92.91,679.9,2580.0,256.9,459.3,351.85,84.19,64.0,23.2,137.0,98.85,8.06,335.0,174.9,0.00702,1613.0,335.0
2016-08-19,22.27,83.25,74.65,56.9,4.04,802.1,0.15451,136.8,97.88,0.684,2.6215,2948.0,918.5,32.875,126.0,1.631,58.84,43.12,236.65,344.1,92.7,680.1,2584.0,256.9,458.1,349.05,84.6,64.05,23.04,135.8,98.4,8.06,325.6,175.5,0.00715,1603.0,335.0
2016-08-22,22.66,82.95,75.45,56.95,4.15,813.8,0.15531,137.8,98.9,0.7015,2.6345,2985.0,908.0,32.935,125.55,1.6195,59.8,43.12,237.1,356.7,92.56,688.6,2597.0,258.0,457.3,351.75,84.6,63.4,24.8,137.37,99.15,8.04,331.95,174.9,0.00701,1602.0,335.0
2016-08-23,22.685,85.18,75.48,56.95,4.155,815.0,0.16178,137.37,98.79,0.7141,2.648,3014.0,905.0,32.77,124.9,1.628,60.37,43.29,237.35,349.4,94.14,696.0,2599.0,265.0,456.9,351.0,83.51,63.45,24.89,140.35,100.8,7.98,328.2,174.4,0.00708,1603.0,337.45
2016-08-24,22.9,88.23,75.27,57.0,4.125,806.3,0.16439,137.0,98.53,0.723,2.69,3035.0,896.0,33.135,127.0,1.641,61.41,44.25,235.25,350.3,93.42,697.5,2586.0,274.0,457.8,350.2,83.09,62.75,24.73,139.5,100.3,7.98,326.6,174.6,0.007145,1590.0,336.0
2016-08-25,23.095,90.99,75.4,58.0,4.145,802.0,0.16436,135.42,97.6,0.7611,2.785,3049.0,904.5,31.85,127.01,1.647,61.59,44.6,237.5,364.8,92.95,698.8,2580.0,272.0,456.0,348.2,82.75,62.75,24.25,142.84,102.8,7.99,325.5,174.0,0.007215,1582.0,337.5
2016-08-26,23.0,94.0,73.0,56.4,4.16,791.0,0.1681,136.2,95.97,0.7689,2.8895,3025.0,908.0,31.36,130.75,1.6405,60.51,43.9,237.2,348.0,91.5,708.1,2571.0,272.0,456.0,350.55,82.3,62.2,24.06,145.25,104.09,8.0,327.55,174.7,0.0073,1582.0,335.50000000000006
2016-08-29,23.08,94.2,73.85,55.9,4.145,783.5,0.17227,136.2,96.4,0.7725,2.8305,2990.5,880.0,31.2,132.34,1.645,63.62,47.8,236.05,345.0,90.36,695.6,2569.0,273.6,455.3,350.6,82.25,62.45,24.31,143.55,103.6,7.97,326.25,173.7,0.00736,1552.0,336.9
2016-08-30,23.025,99.0,75.61,55.8,4.155,778.3,0.17067,135.59,96.28,0.7646,2.7835,2989.5,879.0,31.35,130.63,1.6715,64.55,48.82,240.75,346.8,91.2,695.7,2574.0,273.7,458.6,348.0,82.45,62.5,24.57,143.18,102.45,7.86,325.55,174.2,0.007245,1538.0,341.0
2016-08-31,22.7,98.65,75.3,55.8,4.13,752.0,0.175,134.95,95.71,0.7964,2.85,2913.0,878.0,30.515,127.07,1.672,68.7,54.58,239.1,346.3,90.0,684.9,2586.0,271.8,460.0,344.7,82.18,62.9,24.1,143.5,101.97,7.9,317.75,175.0,0.00733,1549.0,342.45
2016-09-01,22.165,100.27,75.7,55.4,4.16,764.7,0.17321,134.99,96.31,0.7944,2.8645,2938.0,895.0,30.015,126.8,1.6635,72.3,63.85,237.0,351.8,90.1,678.2,2585.0,273.0,463.5,341.3,81.95,62.7,23.55,144.25,103.32,7.9,322.85,177.0,0.007375,1528.0,351.0
2016-09-02,22.11,101.95,76.53,56.0,4.205,777.0,0.1722,135.55,97.17,0.792,2.905,3003.0,901.5,31.075,128.45,1.686,70.9,61.0,239.5,357.0,91.57,691.5,2591.0,279.0,464.6,349.9,81.26,62.7,24.28,146.88,104.15,7.59,321.0,178.1,0.00743,1525.0,368.75
2016-09-05,21.985,104.7,77.95,56.0,4.25,781.6,0.17951,136.05,97.1,0.797,2.9825,3053.0,899.5,31.0,129.29,1.7005,71.25,63.0,238.85,359.7,91.5,677.9,2602.0,279.9,460.2,353.6,82.0,63.35,24.36,149.5,105.97,7.61,326.5,180.0,0.00782,1510.0,369.5
2016-09-06,22.535,103.97,81.25,55.75,4.26,789.0,0.17959,141.4,99.26,0.808,2.975,3085.0,896.0,31.65,130.47,1.7005,74.15,68.4,239.9,366.8,92.22,680.1,2593.0,279.0,460.0,358.0,82.8,63.7,24.48,150.64,107.96,7.52,327.65,180.5,0.008115,1518.0,371.25
2016-09-07,22.13,107.35,80.37,56.05,4.26,787.0,0.18,143.08,98.71,0.8324,3.03,3084.0,897.5,31.3,129.3,1.728,78.65,68.55,244.6,369.1,91.1,680.3,2586.0,278.6,458.0,364.0,82.85,63.8,24.23,154.33,110.9,7.58,331.25,180.8,0.00836,1508.0,377.25
2016-09-08,21.55,105.98,80.33,58.8,4.285,798.9,0.18115,141.45,97.8,0.8259,3.1,3108.0,896.0,31.295,129.2,1.7355,88.68,73.49,246.35,370.0,91.88,679.2,2563.0,283.6,457.9,364.75,82.45,63.9,24.2,153.45,109.07,7.5,329.8,178.6,0.00829,1510.0,381.9
2016-09-09,21.2,103.8,82.44,58.85,4.26,781.6,0.17989,138.54,97.2,0.8262,3.1645,3060.5,895.0,31.545,126.55,1.745,87.7,72.0,243.85,367.9,91.77,677.9,2585.0,281.7,457.6,362.4,81.6,64.0,24.0,151.6,107.66,7.64,320.8,177.5,0.008235,1478.0,383.75
2016-09-12,20.89,106.0,80.78,57.7,4.235,782.1,0.17998,138.93,96.9,0.8001,3.245,3045.5,891.0,31.425,126.67,1.69,84.18,69.94,240.7,350.3,88.7,669.3,2553.0,280.0,462.8,367.0,81.7,63.3,23.63,151.43,107.51,7.54,319.25,177.2,0.008195,1530.0,375.0
2016-09-13,21.17,104.03,81.14,57.75,4.195,789.0,0.17705,138.45,97.5,0.7775,3.163,3037.5,888.0,30.41,122.19,1.68,80.01,68.2,237.4,362.2,88.42,653.9,2547.0,281.0,463.0,363.9,81.5,62.0,23.61,149.8,106.97,7.41,318.4,178.1,0.00803,1496.0,372.75
2016-09-14,21.235,103.07,84.0,58.0,4.195,768.7,0.1726,139.35,95.46,0.756,3.169,3054.0,890.5,30.31,121.5,1.699,82.01,69.0,235.55,367.5,86.21,651.4,2547.0,279.1,461.0,367.15,80.95,62.25,22.93,150.86,106.93,7.41,313.7,177.5,0.00797,1483.0,372.5
2016-09-15,20.86,104.51,84.41,58.0,4.175,730.4,0.1705,137.6,95.2,0.7814,3.17,3057.0,893.0,30.49,122.39,1.7005,80.99,70.52,230.2,361.2,85.67,660.7,2547.0,282.0,458.5,367.9,81.35,62.15,23.1,149.14,107.31,7.4,318.25,176.2,0.008115,1470.0,373.0
2016-09-16,20.16,104.2,84.69,56.9,4.185,726.4,0.16172,136.47,94.7,0.7553,3.069,3028.0,890.0,29.19,122.99,1.68,80.17,69.42,232.0,357.2,82.74,665.5,2551.0,281.2,459.9,360.85,81.25,62.05,23.66,147.0,106.06,7.41,316.7,180.6,0.00797,1433.0,375.0
2016-09-19,20.335,107.53,86.25,57.3,4.195,735.9,0.16788,136.59,95.05,0.782,2.983,3018.0,899.0,28.665,127.3,1.6945,85.2,71.78,231.0,350.0,81.79,658.4,2569.0,281.8,458.0,361.2,81.3,62.15,23.49,148.66,107.0,7.33,323.95,176.0,0.008115,1420.0,372.5
2016-09-20,20.5,108.09,86.6,57.4,4.205,759.9,0.16886,137.0,95.62,0.7848,3.053,3055.0,894.5,29.36,127.5,1.6825,84.57,71.35,230.5,345.0,84.86,639.1,2570.0,282.4,457.9,358.8,81.03,62.35,22.9,149.3,107.29,7.38,324.35,175.7,0.00809,1403.0,372.5
2016-09-21,20.495,111.5,85.58,58.85,4.195,778.0,0.17377,136.25,94.2,0.806,3.1185,3048.5,887.0,29.2,127.31,1.683,85.18,71.81,233.0,352.0,87.61,643.3,2599.0,282.0,457.6,360.0,80.08,61.6,22.26,150.67,108.45,7.55,318.45,174.7,0.0081,1395.0,373.55
2016-09-22,21.05,113.0,86.7,58.9,4.27,785.2,0.17362,136.7,97.15,0.811,3.18,3125.0,884.0,30.335,130.89,1.708,87.82,73.78,234.8,351.3,88.94,661.0,2573.0,286.0,450.0,360.45,80.7,61.85,22.12,154.18,111.47,7.81,322.45,176.0,0.008,1373.0,379.25
2016-09-23,20.805,114.25,88.97,59.15,4.24,782.0,0.176,136.7,97.3,0.8095,3.1995,3085.5,880.0,29.8,129.6,1.699,87.76,73.29,231.85,342.6,87.35,665.0,2547.0,286.1,448.8,356.05,80.1,61.45,22.05,151.5,109.38,7.76,323.25,177.2,0.00797,1387.0,376.45
2016-09-26,20.65,117.0,89.99,59.3,4.215,774.9,0.1763,135.26,96.67,0.8057,3.2,3060.0,883.5,29.755,127.45,1.693,91.7,75.84,230.7,338.3,85.7,662.4,2560.0,285.1,450.8,350.35,80.14,62.15,22.2,149.1,109.26,7.49,319.15,177.0,0.007885,1375.0,374.0
2016-09-27,20.435,117.0,87.0,58.65,4.22,781.2,0.17212,133.92,97.8,0.7914,3.145,3028.0,882.0,28.985,123.0,1.67,87.99,73.59,229.9,333.8,85.45,663.8,2546.0,292.6,450.8,341.0,79.2,62.05,21.5,147.53,108.75,7.52,316.8,178.0,0.0077,1374.0,365.0
2016-09-28,20.3,116.0,86.2,58.65,4.24,792.2,0.1773,134.09,99.52,0.792,3.15,3010.5,883.5,29.845,123.89,1.721,90.53,75.0,229.8,335.2,85.1,670.5,2535.0,290.3,455.0,341.3,79.15,62.25,22.01,147.18,109.2,7.53,319.5,179.0,0.007825,1391.0,363.6
2016-09-29,20.29,117.49,86.8,59.0,4.295,779.7,0.17603,135.31,99.18,0.7865,3.1515,3082.0,883.5,29.55,125.18,1.751,88.8,74.11,230.05,341.5,85.5,678.5,2524.0,291.3,450.0,349.2,79.2,62.15,21.57,148.47,109.0,7.77,325.85,182.4,0.007865,1393.0,366.5
2016-09-30,20.31,116.93,86.6,58.8,4.25,753.0,0.17849,134.9,98.12,0.775,3.1905,3068.0,891.0,28.56,126.6,1.72,90.0,74.5,227.5,343.4,82.94,682.5,2490.0,292.0,448.5,342.8,78.82,61.9,21.89,145.34,105.82,7.75,320.25,181.9,0.00775,1351.0,360.5
2016-10-03,20.7,119.2,86.7,59.3,4.3,767.0,0.1795,135.37,96.48,0.7874,3.223,3075.0,891.0,28.99,127.67,1.75,91.03,76.22,229.4,347.5,84.9,674.0,2453.0,292.7,448.9,346.0,78.87,61.9,22.6,148.87,108.55,7.62,320.65,180.7,0.00793,1345.0,359.15000000000003
2016-10-04,20.51,122.4,88.6,58.65,4.295,789.0,0.17635,136.23,96.39,0.7766,3.198,3077.0,896.0,28.705,120.2,1.7195,92.01,75.98,229.05,358.4,84.65,673.6,2458.0,293.1,445.1,346.6,78.89,62.0,23.76,148.1,107.82,7.52,324.45,181.2,0.00785,1373.0,357.25
2016-10-05,20.8,121.2,88.6,58.5,4.25,798.2,0.169,134.8,95.3,0.752,3.214,3076.0,889.5,29.19,122.6,1.702,90.0,74.47,228.4,360.0,84.65,669.0,2440.0,291.4,446.4,341.7,79.8,62.0,24.0,147.95,108.68,7.49,326.1,182.0,0.00778,1355.0,350.5
2016-10-06,20.39,122.0,92.48,58.75,4.25,797.6,0.16977,135.9,94.75,0.752,3.2985,3070.0,884.5,29.715,122.25,1.691,89.0,75.1,230.8,359.0,86.46,667.0,2439.0,291.4,444.7,343.4,79.45,62.1,23.19,148.9,111.01,7.48,326.85,184.0,0.00764,1370.0,350.75
2016-10-07,20.345,118.77,94.3,58.45,4.26,799.0,0.17079,136.1,94.01,0.7464,3.36,3050.0,886.5,29.545,121.67,1.6705,87.82,74.44,230.3,352.6,86.4,674.1,2421.0,291.0,442.9,341.5,79.5,61.95,23.15,148.74,111.22,7.52,326.85,188.2,0.007535,1362.0,350.90000000000003
2016-10-10,20.375,115.8,91.55,58.35,4.28,808.9,0.175,139.1,94.06,0.7631,3.268,3077.5,895.5,29.0,123.29,1.686,87.84,74.75,232.55,346.4,87.85,674.5,2423.0,291.0,442.5,361.0,80.26,62.45,22.73,151.27,113.4,7.58,325.85,190.5,0.0077,1374.0,353.8
2016-10-11,20.36,121.9,91.83,58.15,4.305,817.0,0.1699,138.98,94.5,0.766,3.235,3104.0,896.0,29.0,124.0,1.689,91.0,76.25,231.95,343.8,85.86,681.3,2432.0,289.9,443.4,362.05,80.77,62.8,22.84,151.3,113.9,7.56,327.95,189.9,0.007705,1359.0,351.0
2016-10-12,20.075,119.4,90.51,58.2,4.29,816.5,0.17131,138.07,94.32,0.769,3.223,3117.5,898.5,28.985,124.05,1.697,89.99,77.89,232.4,337.5,86.75,677.0,2446.0,288.0,441.6,363.15,80.23,62.15,22.54,149.2,112.32,7.57,326.9,188.9,0.0077,1430.0,345.5
2016-10-13,20.25,116.45,87.01,57.7,4.24,810.7,0.16814,137.47,94.0,0.7582,3.22,3084.5,895.0,28.755,123.55,1.6875,89.51,77.88,221.75,335.0,87.9,679.0,2429.0,288.1,443.0,359.4,79.75,62.15,22.3,146.09,110.65,7.49,330.6,186.1,0.00771,1459.0,343.45
2016-10-14,20.51,116.0,86.98,57.6,4.24,808.0,0.16424,136.2,93.9,0.7555,3.243,3064.0,898.0,28.45,124.27,1.7045,89.21,78.6,219.45,334.9,87.04,677.5,2420.0,290.1,441.3,353.85,79.96,62.05,22.26,146.73,110.6,7.48,328.5,192.1,0.00769,1422.0,339.0
2016-10-17,20.63,118.92,88.29,58.0,4.21,820.1,0.16436,135.57,92.5,0.7677,3.262,3030.0,880.0,29.28,123.5,1.69,93.0,83.3,219.45,340.8,90.02,665.3,2419.0,288.0,440.8,348.0,79.3,61.85,21.99,146.46,110.19,7.49,329.05,190.3,0.007585,1436.0,337.79999999999995
2016-10-18,20.65,118.07,87.4,57.6,4.21,800.0,0.1679,135.81,93.64,0.7659,3.333,3050.0,884.0,28.93,124.24,1.711,93.14,85.58,220.15,342.5,90.37,671.1,2410.0,286.5,440.0,345.75,79.65,61.95,21.75,147.74,110.92,7.47,333.8,190.0,0.007515,1406.0,340.25
2016-10-19,20.515,120.22,87.44,57.15,4.17,815.0,0.16852,135.49,92.69,0.7958,3.316,3048.0,880.0,28.56,122.91,1.7195,98.7,89.08,218.8,345.0,90.0,668.0,2357.0,288.3,440.5,345.1,79.28,61.9,21.4,148.6,111.86,7.49,331.4,189.1,0.007525,1417.0,343.5
2016-10-20,20.67,124.0,87.0,57.4,4.15,821.5,0.1668,134.72,92.0,0.8063,3.2795,3037.5,898.0,28.44,119.06,1.715,106.68,95.2,218.8,345.0,89.93,661.0,2240.0,283.1,438.8,342.8,78.65,61.7,21.29,148.26,111.37,7.48,331.5,189.7,0.00744,1400.0,335.75
2016-10-21,20.125,126.69,87.27,57.25,4.155,827.2,0.1652,134.96,93.76,0.79,3.181,3071.0,908.5,28.21,116.0,1.71,116.6,103.01,217.6,344.0,87.71,656.0,2225.0,288.3,441.9,344.3,78.8,61.8,21.2,148.42,111.75,7.39,331.3,190.9,0.007185,1383.0,337.65000000000003
2016-10-24,19.89,129.99,86.62,57.15,4.16,830.4,0.1655,135.05,92.5,0.7974,3.23,3094.5,900.5,28.405,112.83,1.701,145.6,134.9,217.3,360.5,89.61,654.2,2291.0,286.0,437.2,347.75,79.13,61.75,20.86,149.15,112.2,7.4,331.0,191.6,0.00735,1440.0,343.95000000000005
2016-10-25,20.51,128.67,87.75,57.7,4.185,825.0,0.16803,135.3,93.04,0.8205,3.25,3098.0,886.0,28.65,117.65,1.683,144.01,129.87,217.45,358.9,91.9,665.8,2300.0,285.8,431.6,348.7,78.86,61.85,21.22,151.57,112.82,7.49,338.95,196.0,0.00742,1497.0,346.25000000000006
2016-10-26,20.04,128.12,87.34,57.85,4.19,855.7,0.1722,135.32,93.07,0.8098,3.2845,3081.5,888.5,29.485,117.31,1.6895,147.45,137.84,217.2,352.0,94.52,668.9,2330.0,285.0,435.1,347.6,78.79,61.9,21.17,150.67,111.48,7.48,332.6,193.9,0.0075,1545.0,345.75
2016-10-27,19.855,126.0,87.49,57.85,4.215,868.6,0.169,135.04,94.51,0.7949,3.3035,3099.0,885.5,30.035,118.8,1.6585,157.79,141.99,213.4,343.1,96.34,668.9,2353.0,283.1,438.8,346.7,78.82,61.75,22.61,149.3,112.11,7.5,334.45,195.0,0.007455,1630.0,340.05
2016-10-28,19.43,129.19,89.0,57.6,4.25,866.8,0.169,135.0,93.45,0.803,3.36,3104.0,885.0,30.18,117.39,1.6945,153.0,136.14,213.3,340.3,95.8,665.2,2341.0,281.9,435.6,349.9,79.34,61.8,23.03,149.2,112.44,7.55,338.4,196.9,0.007395,1583.0,341.1
2016-10-31,19.275,129.95,88.6,58.0,4.275,886.4,0.171,138.84,93.44,0.7949,3.4,3100.0,879.5,31.86,116.71,1.713,148.2,133.7,223.5,339.7,102.55,660.8,2360.0,285.0,440.0,347.65,79.01,62.05,23.2,147.4,111.59,7.62,355.0,203.0,0.007445,1520.0,338.75
2016-11-01,19.85,134.04,88.8,57.4,4.292,868.2,0.1692,141.98,93.1,0.808,3.436,3106.0,906.5,32.01,114.7,1.713,152.96,134.85,223.7,338.4,100.16,653.8,2313.0,288.2,439.1,354.8,81.55,63.3,23.7,145.85,110.22,7.66,362.55,204.1,0.007485,1531.5,343.85
2016-11-02,19.8,135.3,87.02,57.35,4.24,848.8,0.1653,140.81,92.0,0.7837,3.434,2983.0,900.0,30.86,114.91,1.7195,148.03,131.2,220.6,341.2,98.95,645.0,2295.0,281.7,444.0,348.15,81.5,62.6,23.22,142.36,107.6,7.73,355.9,198.0,0.00732,1563.0,337.5
2016-11-03,19.835,130.85,84.75,56.8,4.245,842.8,0.1655,139.9,91.57,0.7717,3.435,2984.0,894.0,31.025,114.91,1.756,141.7,126.2,220.5,333.0,99.7,640.0,2250.0,280.0,452.2,342.0,81.14,62.4,22.79,142.75,106.52,7.54,355.0,196.9,0.0071,1627.0,337.7
2016-11-07,19.0,128.0,81.61,56.1,4.25,861.0,0.16071,138.5,92.3,0.76,3.465,2991.0,883.0,31.17,110.17,1.997,151.0,133.0,220.8,333.9,104.7,652.3,2259.0,280.0,450.0,341.0,81.26,62.05,22.85,143.4,106.4,7.51,355.9,197.0,0.00738,1631.0,337.65000000000003
2016-11-08,18.97,125.15,82.0,56.1,4.31,864.4,0.16105,139.32,94.0,0.7629,3.48,3030.0,883.5,30.15,111.2,2.035,156.28,135.2,219.2,329.4,102.59,648.1,2331.0,278.2,443.9,340.5,81.01,61.85,23.25,146.11,106.76,7.47,353.8,194.7,0.00785,1659.0,339.85
2016-11-09,19.42,129.1,82.3,55.55,4.365,878.0,0.16477,145.62,95.9,0.7898,3.63,3058.5,901.5,30.405,112.99,2.38,163.5,138.6,220.7,326.7,104.02,668.0,2340.0,280.8,446.0,347.6,82.0,62.35,23.42,151.04,110.48,7.6,364.6,197.8,0.0083,1707.5,346.0
2016-11-10,20.0,128.9,84.54,56.25,4.459,922.7,0.16602,147.4,100.46,0.7777,3.6755,3145.0,905.0,31.425,114.0,2.2685,177.0,145.3,224.3,337.0,112.66,686.0,2370.0,280.6,440.8,351.05,82.15,62.85,25.24,153.36,111.8,7.54,375.0,197.9,0.008655,1650.0,343.85
2016-11-11,19.445,129.6,87.12,55.9,4.453,933.0,0.16535,147.88,101.5,0.762,3.6,3092.0,914.5,30.925,112.2,2.082,185.9,149.9,221.9,338.0,117.35,685.4,2416.0,279.8,447.1,342.1,81.07,61.8,27.1,151.51,113.49,7.47,357.45,191.0,0.0083,1586.0,341.05
2016-11-14,19.145,129.5,88.4,55.8,4.375,925.0,0.172,146.26,103.8,0.7601,3.685,3064.0,895.0,31.635,110.0,2.112,210.83,155.2,221.55,333.5,117.19,676.5,2440.0,277.6,447.9,337.7,82.34,62.05,26.86,150.4,113.21,7.47,361.0,193.8,0.008645,1571.5,339.95
2016-11-15,19.035,130.0,89.0,55.95,4.35,916.6,0.17125,145.9,103.67,0.763,3.815,3043.0,898.0,31.79,111.21,2.075,211.0,153.25,220.25,338.3,114.38,679.4,2469.0,277.6,441.6,338.0,81.56,62.0,26.1,149.85,111.65,7.73,363.7,195.8,0.008565,1542.0,340.2
2016-11-16,19.4,129.99,88.18,56.0,4.33,916.0,0.1719,145.5,102.7,0.7913,3.897,3063.0,892.5,32.015,111.3,2.091,208.21,146.65,221.6,354.9,115.55,692.0,2454.0,277.0,444.9,339.25,83.07,62.05,25.87,149.94,111.65,7.76,381.95,197.7,0.008665,1611.0,340.75
2016-11-17,19.4,128.8,88.01,55.45,4.281,922.0,0.18267,147.7,102.89,0.8098,3.926,3105.0,894.5,32.2,109.0,2.2,201.0,144.95,220.8,343.4,117.26,700.9,2495.0,279.1,446.2,338.15,82.5,62.1,26.12,149.75,110.28,7.53,399.55,203.1,0.00892,1597.5,340.1
2016-11-18,19.67,129.91,88.52,55.25,4.25,914.5,0.17989,146.96,101.44,0.8072,3.9945,3084.5,883.5,31.685,112.62,2.168,185.93,141.0,220.5,351.4,115.5,704.7,2492.0,278.5,445.4,337.0,82.77,62.4,25.3,150.05,111.25,7.55,386.8,200.0,0.009065,1590.0,338.75
2016-11-21,19.7,130.19,87.75,55.3,4.22,907.0,0.17996,149.6,101.37,0.8004,4.02,3127.0,885.5,31.9,113.03,2.164,203.02,147.6,224.45,355.9,114.72,717.0,2538.0,276.4,444.4,340.55,82.6,62.4,25.3,153.0,111.95,7.53,398.0,201.0,0.00949,1595.0,342.5
2016-11-22,19.825,129.2,89.34,56.1,4.257,943.0,0.17774,150.0,102.77,0.8065,4.0435,3112.0,874.0,33.05,116.68,2.101,197.89,141.95,223.5,369.9,116.5,717.4,2540.0,275.8,444.3,341.8,82.66,62.5,26.12,155.0,113.81,7.58,385.85,200.5,0.00936,1581.5,341.05
2016-11-23,20.3,130.86,89.75,55.7,4.265,960.2,0.18164,149.49,104.9,0.8129,3.99,3175.0,888.5,34.7,119.0,2.087,193.78,136.85,225.7,372.0,116.9,727.5,2589.0,276.5,442.6,347.45,82.95,62.7,26.55,155.23,114.5,7.6,392.4,206.0,0.00948,1660.0,343.75
2016-11-24,20.72,130.86,91.0,56.05,4.31,968.0,0.186,151.11,104.98,0.823,3.8695,3176.5,883.5,34.61,118.67,2.1,193.0,135.45,228.2,375.0,118.0,735.9,2575.0,276.7,441.6,346.55,83.94,63.1,26.89,161.15,118.24,7.59,389.6,202.3,0.0095,1664.5,341.5
2016-11-25,20.555,130.0,89.7,56.25,4.277,983.6,0.18872,151.31,104.5,0.89,3.7995,3154.5,892.0,35.75,117.5,2.1805,195.5,139.05,227.5,376.0,119.39,728.5,2567.0,278.6,442.4,341.5,84.25,62.9,26.8,160.36,118.0,7.55,386.1,203.5,0.00953,1670.0,342.5
2016-11-28,20.75,130.16,90.75,56.4,4.285,984.0,0.1948,148.94,105.5,0.8803,3.948,3145.5,897.0,36.0,116.3,2.204,199.66,146.95,229.3,376.2,123.06,724.1,2579.0,278.5,442.7,336.6,83.54,62.3,27.3,159.4,117.03,7.61,391.0,201.0,0.00963,1729.5,343.75
2016-11-29,21.7,131.74,88.61,56.45,4.265,978.5,0.1921,147.75,104.68,0.9127,3.8105,3147.0,915.0,35.4,114.01,2.2085,192.04,144.55,229.55,365.8,123.0,719.5,2542.0,278.7,444.0,336.75,83.72,62.35,27.1,158.07,115.7,7.93,384.0,201.1,0.009595,1711.5,343.8
2016-11-30,21.795,134.83,92.49,56.0,4.275,960.7,0.2002,148.8,103.71,0.9401,3.8,3188.0,916.5,34.445,118.35,2.3,182.81,136.55,230.25,373.0,117.94,732.0,2552.0,279.0,426.0,340.2,84.6,62.6,26.55,158.7,116.08,8.21,388.3,200.3,0.009795,1778.0,347.0
2016-12-01,21.6,135.7,92.8,56.0,4.285,964.9,0.19775,152.81,106.2,0.921,3.8,3210.0,917.5,34.65,119.6,2.24,183.55,136.8,239.0,364.8,116.15,731.2,2573.0,278.1,448.0,338.5,84.8,62.5,26.96,158.7,115.4,8.4,398.5,205.4,0.009845,1887.5,341.54999999999995
2016-12-02,22.0,135.9,92.7,55.95,4.25,973.0,0.1931,152.35,106.8,0.93,3.671,3286.0,919.0,33.55,116.7,2.24,174.51,134.75,244.7,372.0,115.0,733.0,2565.0,280.9,447.8,340.0,85.55,62.65,27.06,159.4,116.62,9.95,397.8,206.7,0.00985,1872.0,341.74999999999994
2016-12-05,22.25,139.0,94.12,56.3,4.246,967.5,0.201,153.78,108.3,0.968,3.592,3300.0,925.0,33.825,119.45,2.2835,175.34,137.45,249.25,369.0,117.45,760.0,2587.0,281.7,444.8,351.5,86.25,63.35,27.4,162.02,118.06,9.37,413.7,214.8,0.01005,1856.0,343.3
2016-12-06,22.3,139.5,93.23,56.9,4.241,1007.6,0.19862,151.5,109.0,0.945,3.75,3267.5,945.0,33.56,119.81,2.3195,171.5,134.55,248.45,369.5,116.7,761.9,2629.0,278.4,444.0,352.65,86.06,63.7,28.54,159.35,116.5,8.77,422.95,217.6,0.010275,1889.5,340.0
